nom,comment,pays,niveau,cout
Tzatziki facile,"J'ai écrasé un avocat que j'ai également ajouté à la préparation en plus de l'huile d'avocat. J'ai tartiné cette sauce sur des toasts, et hmmm..un vrai bonheur!",grece,Facile,0.98
Tzatziki facile,"Avec quelques morceaux de saumon fumé, j'ai pu revisiter la recette à mon goût!",grece,Facile,0.98
Tzatziki facile,"Comme je ne voulais pas dégorger le concombre avec du sel, je l'ai donc rapé et ensuite pressé pour enlever l'excès de jus. Cela a très bien marché.",grece,Facile,0.98
Tzatziki facile,Servi en accompagnement avec de la viande grillée et finir le tout avec un bon vin blanc.,grece,Facile,0.98
Tzatziki facile,"J'ai l'habitude de mettre de la menthe au lieu de l'aneth. Je vais tenter cette version bientôt, je pense qu'avec l'aneth aussi ce sera très bon.",grece,Facile,0.98
Tzatziki facile,Ma copine la servit comme entrée avec des toasts grillés à l'ail. C'était d'enfer!,grece,Facile,0.98
Tzatziki facile,Super sauce pour tremper des crudités. On l'a mangé avec des petites tomates cerises!,grece,Facile,0.98
Tzatziki facile,"J'adore mettre un peu de zeste de citron aussi ensemble avec le jus de citron. J'aime bien que ce soit bien citronné, cela se marie très bien avec l'onctuosité du yaourt grec.",grece,Facile,0.98
Tzatziki facile,"Faut vraiment bien dégorger le concombre avant de réaliser cette recette. Avant de saler votre tzatziki, vérifiez l'assaisonnement car le concombre sera déjà salé.",grece,Facile,0.98
Tzatziki facile,"Tzatziki merveille venue de la Grèce, qui ne cesse de me mettre l'eau à la bouche. C'est un vrai délice, frais et onctueux.",grece,Facile,0.98
Tzatziki facile,"une délicieuse façon pour déguster les concombre, ",grece,Facile,0.98
Tzatziki facile,Parfait pour les apéros d'été. ,grece,Facile,0.98
Tzatziki facile,Un délice pour les journées chaudes,grece,Facile,0.98
Tzatziki facile,Tellement frais !,grece,Facile,0.98
Tzatziki facile,Concombre en petit des et menthe fraîche moi je mes du vinaigre de citron un delice,grece,Facile,0.98
Tzatziki facile,"Le vinaigre me semble en trop. Et il faut préférer la menthe, caractéristique de ce plat, à l'aneth. Enfin, le concombre coupé en tout petits morceaux est préférable au concombre râpé.",grece,Facile,0.98
Tzatziki facile,"Très bon, très frais. Par contre je n'ai pas râpé et pelé le concombre mais coupé en très fines tranches.",grece,Facile,0.98
Yaourt grec aux noix et au miel,"super recette, je vais la faire avec du yaourt bulgare :o)",grece,Facile,0.83
Youvetsi (gratin d'agneau et pâtes grecques),"Il manque beaucoup d'ingrédients, notamment les épices et la feta ",grece,Facile,3.5
Choucroute Hongroise,il ne faut pas faire revenir la viande qui doit tremper dans l eau et le paprika non plus juste a saupoudrer sur les oignns y ajouter la viande sans l egouter remuer assaisonner et laisser mijoter jusqu a ce que le jus se fasse puis y verser l eau de trempage de la viande et la choucroute et laisser mijoter jusqu na ce que cette derniere soit cuite pour le reste tout est ok,hongrie,Facile,1.6
Filets de harengs à la hongroise,"Plat trés frais, j'ai adoré !",hongrie,Facile,0.93
Goulasch,Bon,hongrie,Facile,2.72
Goulasch,"pour "" franciser"" un peu la recette, je rajoute de la crème fraîche à la sauce en fin de cuisson..... ",hongrie,Facile,2.72
Goulasch,Très bon...,hongrie,Facile,2.72
Goulasch hongrois,"Pour plus d'ingrédients, ma grand mère fait une pâte pour des noccellis avec une poêle à trous que l'on ne trouve qu'en Hongrie ! Résultat garanti !",hongrie,Facile,3.2
Goulasch hongrois,"Pour la préparation, à quelle monent faut-il mettre les autres ingrédients de la recette, tels que la crème, la purée de tomate, citron, paprika, ail...?",hongrie,Facile,3.2
Goulash à la Hongroise ,"La vraie goulasch suppe, celle de notre cuisinière hongroise lorsque. Oui vivions à Vienne, c’est  essentiellement:Autant d’oignons émincés que de viande. 
On fait fondre les oignons dans moitié huile-moitié beurre et une fois fondus on saupoudre 2-3 cuillères de paprika, on ajoute la viande que l’on fait brunir de chaque côté. On sale, on poivre et on ajoute de l’eau à hauteur. Perso j’ajoute 1 ou 2 piments oiseau secs que j’éclate. 3 h à mijoter, on remue de temps à autre. 
Poivrons ou pas poivron chacun son goût; notre cuisinière ne les utilisait que pour les farcir; enfant j’avais horreur. 
Les restes de goulasch peuvent être réduits en une pâte très épaisse et mangés dans de la pita comme un sandwich grecque. 
Bon appétit ",hongrie,Facile,4.95
Goulash à la Hongroise ,"Dans les ingrédients, il y a du céleri.Dans la recette, il n'y a plus de céleri.

Dans les ingrédients, il n'y a pas de poireau.
Dans la recette, il y a du poireau.",hongrie,Facile,4.95
"goulash à la hongroise, bœuf et mouton","Houlala , si mon grand père qui etait hongrois voyait cette recette il reviendrait d'entre les morts pour hurler. Alors Baie des iles ? la hongrie est elle une ile  D'apres la recette ce n'est pas une goulash mais un Pörkölt franco-martinique-Extra Terrestre ...Je vais poster la recette de la goulash hongroise tel qu'elle est faites en hongrie",hongrie,Facile,4.5
"goulash à la hongroise, bœuf et mouton",La cuisson du mouton demande moins de temps que le boeuf.,hongrie,Facile,4.5
"goulash à la hongroise, bœuf et mouton",Surtout pas de mouton dans la Goulash hongroise !!!,hongrie,Facile,4.5
"goulash à la hongroise, bœuf et mouton",Facultatif : on peut rajouter de la bière à la sauce. ,hongrie,Facile,4.5
Goulash de haricots blancs coco Babgulyás ,"J ai trouvé fade avec les poivrons et tomates, le paprika c est particulier dans un plat en sauce même si typique des pays de l est .Bref on aime ou on aime pas . ",hongrie,Facile,2.99
Kéfir à l'eau Hongrie,"Attention ! Surtout pas de passoire en métal !Il ne faut pas de contact métal / grains de kéfir, cela les tue !
Prenez une passoire en plastique uniquement.",hongrie,Difficile,0.25
Lángos ,Mais ou met-on la farine ?!,hongrie,Facile,0.96
Lángos ,"Voilà une recette facile.J'ai préparé la veille et huilé mes mais pour les mettre en forme et les plonger dans l'huile. Les premières étaient trop épaisses et mettaient trop de temps à cuire. Il faut les étendre pour les avoir les plus fine possibles. 
Elles ne sont pas grasses du tout, même le lendemain, froides. 
Super recette !
Merci :) ",hongrie,Facile,0.96
Lángos ,"Ma famille a adoré, je m'apprête à la refaire une seconde fois.Mon prof de hongrois me préconise de remplacer un peu du lait par l'eau :-)",hongrie,Facile,0.96
Poivrons farcis à la Hongroise,"Je ne vois pas quelle quantité de riz on doit mettre dans la recette. En fait, le riz n'est même pas un ingrédient dans la recette. Merci.",hongrie,Facile,3.25
Poivrons farcis à la Hongroise,ce n'est pas la recette de ma mére hongroise mais c'est peut êrte bon !,hongrie,Facile,3.25
Sauté de veau à la hongroise,"Il existe en hongrie d'excellents vins, le plus connu étant le tokaij qui d'ailleurs, accompagne à merveille le foie gras. Il y a également dans ce pays de très bons vins blancs secs et des vins rouges plus qu'acceptables. Je pense que l'egri bikaver accompagnerait à merveille ce sauté de veau.",hongrie,Intermédiaire,3.65
Sauté de veau à la hongroise,En principe dans la cuisine hongroise on n'utilise pas de beurre mais de l'huile ou du saindoux.Dans la patisserie ok pour le beurre.,hongrie,Intermédiaire,3.65
Apple crumble cake (gâteau-crumble aux pommes irlandais),"Merci de mettre des photos représentatives des recettes, cette fois encore cela n’a absolument rien à voir.",irlandaises,Facile,0.92
Apple crumble cake (gâteau-crumble aux pommes irlandais),Tout le monde a apprécié  ms j'ai doublé les proportions du crumble dont on est friands!,irlandaises,Facile,0.92
Apple crumble cake (gâteau-crumble aux pommes irlandais),"J'ai bien aimé cette recette. Le goût est excellent. J'ai changé un peu le crumble par d'égale quantité de farine, sucre roux de beurre et de poudre d'amande. J'ai mis seulement 3 pommes moyenne et c'était trop peu. La prochaine fois, je mettrez plus de pommes.",irlandaises,Facile,0.92
Apple crumble cake (gâteau-crumble aux pommes irlandais),"Très bon! Après j'ai mis 4 pommes moyennes et je trouve que c'était trop, j'en mettrai moins la prochaine fois",irlandaises,Facile,0.92
Apple crumble cake (gâteau-crumble aux pommes irlandais),"Fait hier. Juste une pincée de cannelle et un petit bouchon de calva, on  ne se refait pas ! la croute en crumble un délice ... Recette excellente à l unanimité. Merci beaucoup",irlandaises,Facile,0.92
Apple crumble cake (gâteau-crumble aux pommes irlandais),Excellent et facile à faire !,irlandaises,Facile,0.92
Cornish pasties (chaussons irlandais à la viande et légumes),Erreur  Cornish pasties are from Cornwall  in the South  west  of England  .And your recipes  false ,irlandaises,Facile,2.65
Cornish pasties (chaussons irlandais à la viande et légumes),"I love this, the Cornish pasties is very very delicious!!!! :)))))",irlandaises,Facile,2.65
Cornish pasties (chaussons irlandais à la viande et légumes),Les cornish pasties ne sont pas irlandais. C'est une recette des Cornouailles. ,irlandaises,Facile,2.65
Cornish pasties (chaussons irlandais à la viande et légumes),"Absolument Vanessa!Ces pasties étaientc'étaient les mineurs de Cornwall qui les consommaient!he Cornish Pasty  par Ben Johnson

  Le pâteux fait partie du régime alimentaire britannique depuis le 13e siècle, à cette époque, dévoré par les riches classes supérieures et la royauté. Les garnitures étaient variées et riches ; chevreuil, bœuf, agneau et fruits de mer comme les anguilles, aromatisés à la sauce et aux fruits riches. Ce n'est qu'aux XVIIe et XVIIIe siècles que le pâteux a été adopté par les mineurs et les ouvriers agricoles de Cornwall comme moyen de se fournir des repas faciles, savoureux et durables pendant qu'ils travaillaient. Et c'est ainsi que l'humble Cornish Pasty est né.

Les épouses des mineurs de Cornouailles préparaient avec amour ces repas tout-en-un pour subvenir aux besoins de leur conjoint pendant leurs journées exténuantes dans les mines sombres et humides, travaillant à des profondeurs telles qu'il n'était pas possible pour eux de faire surface à l'heure du déjeuner. Une pâte typique est simplement une garniture de choix scellée dans un cercle de pâtisserie, un bord serti en une croûte épaisse.
Un bon pâteux pourrait survivre en tombant dans un puits de mine ! La croûte servait à maintenir le pâteux avec des mains sales sans contaminer le repas. L'arsenic accompagne couramment l'étain dans le minerai qu'ils extrayaient donc, pour éviter l'empoisonnement à l'arsenic en particulier, c'était une partie essentielle du pâteux.

La recette traditionnelle de la garniture pâteuse est le bœuf à la pomme de terre, l'oignon et le saindoux, qui, lorsqu'ils sont cuits ensemble, forment une sauce riche, le tout scellé dans son propre paquet ! La viande étant beaucoup plus chère aux XVIIe et XVIIIe siècles, sa présence était rare et les pâtisseries contenaient traditionnellement beaucoup plus de légumes qu'aujourd'hui. La présence de carotte dans un pâteux, bien que courante aujourd'hui, était à l'origine la marque d'un pâteux inférieur.",irlandaises,Facile,2.65
Cornish pasties (chaussons irlandais à la viande et légumes),"A priori, bonne recette, même si souvent on met du rutabaga et pas du navet (ou les deux…), mais, surtout, comme leur nom l'indique, les ""CORNISH"" pasties sont originaires de Cornouailles (extrême sud-est de l'Angleterre)…",irlandaises,Facile,2.65
Guiness Pie (tourte à la viande et bière irlandaise),"BonsoirEncore un oubli dans la recette.
Heureusement que la vidéo indique bien comment faire.
Mettre la première pâte feuilletée dans le fond du moule, le remplir, puis, par dessus, dérouler la seconde,...etc",irlandaises,Facile,4.89
Irish café glacé,tres bon,irlandaises,Facile,0.96
Irish coffee au cacao,je ne voit pas le rapport avec les desserts glacées,irlandaises,Intermédiaire,2.0
Irish coffee au cacao,J'adore l'Irish Coffee! et merci pour l'info petite cuillère,irlandaises,Intermédiaire,2.0
Irish coffee au cacao,"Bonjour Micheline, il faut plier la petite cuillère avec le creux à l'envers. Bonne cuisine et à bientôt ! Marion de CuisineAZ",irlandaises,Intermédiaire,2.0
Irish coffee en 15 min,This recipe is really appetizing!!!! :))))),irlandaises,Facile,1.93
Irish Stew à la menthe,"Ca ressemble plus à une blanquette... Ceci dit ça à l'air délicieux, original la menthe, c'est d'ailleurs ce qui me donne envie d'expérimenter !",irlandaises,Facile,3.5
Irish stew (ragoût irlandais),on s'est régalé avec cette recette qui nous a rappelé de bon souvenirs ! penser à ajouter du bouillon régulièrement car celui-ci s'évapore assez vite. ,irlandaises,Facile,3.9
Irish stew (ragoût irlandais),il manque la bière ... c'est un comble pour une recette irlandaise !,irlandaises,Facile,3.9
Irish stew (ragoût irlandais),Je ne connais pas mais cela m'a l'air très bon je vais essayer merci,irlandaises,Facile,3.9
Irish stew (ragoût irlandais),"C'est une recette ""irish"": mettez de la bière pas du vin !",irlandaises,Facile,3.9
Irish stew traditionnel,"Bonne recette, mais pour faire un peu plus light remplacer le collier par du gigot ou mélanger avexc d'autres viandes, ce qui ferait un plat identique le ""baeckoffen"" alsacien.",irlandaises,Facile,2.91
