"nom","niveau","comment","pays","comment_en"
"Les vraies carbonara italiennes ","Facile","
        Cette recette à l'aire appétissante, je je la ferais des que possible mais avec quoi peut on remplacer la crème fraîche ? 
    ","italie","This recipe looks appetizing, I would make it as soon as possible but what can we replace the crème fraîche with?"
"Les vraies carbonara italiennes ","Facile","
        pas besoin de la remplacer il ne faut pas en mettre tout simplement ni d'ail d'ailleurs
    ","italie","no need to replace it, just don't add any or garlic for that matter"
"Les vraies carbonara italiennes ","Facile","
        Et jamais une pancetta ressemblant à du bacon pour le petit déjeuner !!!!! Mais bien une pancetta en forme de lardons, voire du lard véritable ... vous avez encore un peu de chemin à parcourir avant d'avancer le slogan 'vraies de vraies'. Pour le reste, votre site est superbement riche et j'y passe de très agréables moments, en y pêchant bien des astuces.
    ","italie","And never a bacon-looking pancetta for breakfast!!!!! But a pancetta in the shape of bacon, or even real bacon... you still have a little way to go before putting forward the slogan 'real real ones'. For the rest, your site is superbly rich and I have a great time there, picking up a lot of tips."
"Les vraies carbonara italiennes ","Facile","
        Ayant vécu 12 ans en Italie, je peux vous assurer que pas un italien ne cuisinera chez lui une carbonara avec de crème fraîche !!!!! 
    ","italie","Having lived in Italy for 12 years, I can assure you that no Italian will cook a carbonara with crème fraîche at home!!!!!"
"Osso bucco de veau","Facile","
        Superbe recette, facile à réaliser. J'ai ajouté des carottes pour qu'elles puisent colorer nos assiettes et nos pates !! Jarret de veau magnifique commandé chez un artisan boucher !! Pour info, j'ai suivi les conseil d'un cuisinier italien et mis un vin blanc liquoreux type "" Sainte Croix du Mont "" pour le déglaçage !!
    ","italie","Superb recipe, easy to make. I added carrots so that they could color our plates and our pasta!! Magnificent veal shank ordered from an artisan butcher!! For your information, I followed the advice of an Italian cook and used a sweet white wine like “Sainte Croix du Mont” for deglazing!!"
"Osso bucco de veau","Facile","
        J’ai rajouté une julienne de carottes navets céleri que je fais revenir après avoir réservé les tranches de veau ensuite je déglace au vin blanc je remets le tout dans le Cookeo et je laisse cuire sans oublier le concentré de tomate
    ","italie","I added a julienne of carrots, turnips, celery which I brown after having reserved the slices of veal then I deglaze with white wine, put everything back in the Cookeo and let it cook without forgetting the tomato paste"
"Osso bucco de veau","Facile","
        J’ai ajouté 2 petites carottes coupées en rondelles pour enlever l’acidité des tomates (c’est mieux que le sucre) et mis 1 os à moelle en supplément par personne.
On s’est régalé !
    ","italie","I added 2 small carrots cut into slices to remove the acidity of the tomatoes (it's better than sugar) and added 1 marrow bone extra per person. We had a blast!"
"Osso bucco de veau","Facile","
        Quel régal. Une première pour moi, la recette est facile à réaliser et parfumée comme j'aime. Un plat à partager qui a ravi tous mes convives. 
    ","italie","What a treat. A first for me, the recipe is easy to make and flavored just the way I like it. A dish to share that delighted all my guests."
"Osso bucco de veau","Facile","
        Un grand classique avec des tagliatelles pour les gourmets et gourmands ...Privilégiez une viande venant du boucher car plus fondante, mais cela dépend de la bourse du commis . Comme pour les herbes, le frais c'est incomparable gustativement .
PS : Si vous ajoutez  du double concentré de tomate n'oubliez pas la pincée de sucre pour enlever l'acidité.
    ","italie","A great classic with tagliatelle for gourmets and gourmands... Choose meat from the butcher because it is more tender, but this depends on the budget of the clerk. As with herbs, fresh is incomparable in taste. PS: If you add double tomato paste, don't forget the pinch of sugar to remove the acidity."
"Osso bucco de veau","Facile","
        Nous sommes heureux de vous annoncer que cette recette a été améliorée pour votre plus grand bonheur! Merci pour ces commentaires constructifs qui font avancer la qualité du contenu que nous diffusons sur CuisineAZ. L’équipe a hâte de découvrir tous vos nouveaux commentaires!
    ","italie","We are happy to announce that this recipe has been improved for your greatest pleasure! Thank you for these constructive comments which advance the quality of the content we broadcast on CuisineAZ. The team can’t wait to see all your new comments!"
"Osso bucco de veau","Facile","
        J'ai accompagné mon osso bucco de polenta pour rester dans le thême de l'Italie. Pas mal du tout! La viande était tendre et parfumée à souhait.
    ","italie","I accompanied my osso bucco with polenta to stay in the Italian theme. Not bad at all! The meat was tender and fragrant as desired."
"Osso bucco de veau","Facile","
        Recette préparée par mon mari et qui était vraiment excellente. La recette est au top. Rien à changer.
    ","italie","Recipe prepared by my husband and which was really excellent. The recipe is top notch. Nothing changed."
"Osso bucco de veau","Facile","
        L'osso bucco est un plat vraiment exquis que ma maman adore manger au restaurant. Je vais lui faire une surprise et réaliser cette recette. Elle sera vraiment ravie j'en suis sûre!
    ","italie","Osso bucco is a truly exquisite dish that my mom loves to eat in restaurants. I'm going to surprise him and make this recipe. She will be really delighted I'm sure!"
"Osso bucco de veau","Facile","
        J'y ai mis des petits cubes de carottes et de pommes de terre pendant la cuisson. A la fin, servi avec une salade, ma famille s'est bien régalée! 
    ","italie","I put small cubes of carrots and potatoes in there while it was cooking. At the end, served with a salad, my family really enjoyed it!"
"Osso bucco de veau","Facile","
        J'ai suivi la recette sauf que j'ai remplacé la viande de veau par du porc et j'ai laissé la viande cuire 30 minutes de plus.
    ","italie","I followed the recipe except that I replaced the veal with pork and let the meat cook for 30 minutes more."
"Osso bucco de veau","Facile","
        J'ai servi ce plat avec un risotto pour un dîner typiquement milanais. Mes enfants et mon époux ont trouvé le dîner vraiment excellent. Merci pour la recette Cuisineaz.
    ","italie","I served this dish with risotto for a typical Milanese dinner. My children and my husband found the dinner really excellent. Thank you for the Cuisineaz recipe."
"Osso bucco de veau","Facile","
        J'ai fait ce plat la semaine dernière pour un dîner d'amoureux. J'ai accompagné ce osso bucco de pommes de terre à la suédoise, d'un lit de laitue, concombre, tomates et des dés de carottes, le tout servi avec une bouteille de vin rouge.
    ","italie","I made this dish last week for a romantic dinner. I accompanied this osso bucco with Swedish potatoes, a bed of lettuce, cucumber, tomatoes and diced carrots, all served with a bottle of red wine."
"Osso bucco de veau","Facile","
        Un plat qui a fait l'unanimité pour l'anniversaire de mon mari. Ses amis ont trouvé que c'était succulent et m'ont complimenté sur mes talents de cuisinière.
    ","italie","A dish that was unanimous for my husband's birthday. Her friends thought it was delicious and complimented me on my cooking skills."
"Osso bucco de veau","Facile","
        Une recette qui va me permettre d'impréssioner mes convives pour le dîner que j'organiserai cette semaine. Je vais sans doute l'accompagner de tagliatelles al dente comme suggère la recette.
    ","italie","A recipe that will allow me to impress my guests for the dinner that I will organize this week. I will probably accompany it with al dente tagliatelle as the recipe suggests."
"Osso bucco de veau","Facile","
        Je n'achète jamais de jarret de veau car je ne sais pas comment le cuisiner mais maintenant grâce à cette recette, je vais pouvoir concocter un bon petit plat et faire plaisir à ma famille.
    ","italie","I never buy veal shank because I don't know how to cook it but now thanks to this recipe, I will be able to prepare a good little dish and please my family."
"Osso bucco de veau","Facile","
        C'est une de mes spécialités et cette recette me semble parfaite. Par contre je la fais uniquement avec de la viande bio !
    ","italie","It's one of my specialties and this recipe seems perfect to me. On the other hand, I only make it with organic meat!"
